dataset,query,duplicates
gossipcop,4272249744304324611,1213241877875600712 673611403677353980 14130636889268272428 1244613805942593702 170012805289044605 2144623077882084356 2144623077882084356 11504183162824329903 4544941798517970043 3532261592239130131 11277979301294082890 4375718530020120240 12309571614946983911 6002919084594248250 11810283839317155964 10341050923229140380 8253287229988074126 13932955375889444473 9591329387130930215 5293791473635616022 17444143634457328868 5943554275831148056 17055080201370785460 4436697603397808654 500891243262350470 26742606198097237 5215661719270004811 3124011338335964240 1023254335062332551
gossipcop,9091093513558583731,9091093513558583731 8051247872611519760 7642904750259963660 15803064779995644057 7408208908259075344 907843409646488064 12596371804167807936 3421729406818652104 9753295294296442012 15560668950975364324 14919720926781491863 9164276732610604320 14952669174665660960 7916156788748125464 16825458760271544958 16825458760271544958 220834858519364943 16825458760271544958 4688715116000974515 14952669174665660960 2120618018207699790 2120618018207699790 9511622103925840169 7915993673906367362 14952669174665660960 16825458760271544958 8440768119997661608 5142222973209119745 2567801439661066568
gossipcop,14637102322693904067,1504705357443009123 6989882231042682991 4160893635544062412 7008748212454457959 1074759222535423037 9389504874588682465 9389509135196256449 7203105144831677039 13947742582091150219 3946466495548072882 2601699789169267960 6940076242591032973 15560668950975364324 1672070492496074910 8828905303846118283 16825458760271544958 488887160204980994 4918074534739088795 6944474735178986809 298816401850608899 17193052787083576988 374566784920756264 2375660961557484319 2567801439661066568 16825458760271544958 14859493446269143117 419139472306811814 5594770449644207316 378752053402702883
gossipcop,16711101837525612616,5265890467818102703 16825458760271544958 16825458760271544958 14660182090236466680 10918495418547228039 15560668950975364324 11127833731071236850 16243248816470768754 17477864753875005673 9398558552527924197 16825458760271544958 5804137258390086812 10013780984382268325 9566153811317508317 8044617244325885959 3930447151696456355 16063529845909891851 17739570162934968450 7105733128097799883 7109033904864688012 168838699433772392 2450880825742866625 4557362044132519567 2283671835530221866 9957839226031260122 10228132694491046203 18246590606387096131 26740407174841685
gossipcop,11617106948638023792,9889650336300763536 11617106948638023792 307224541841600141 5394127335005336928 18408430882095051693 16825458760271544958 4205987720963996210 6947869796116776312 8733045943840220287 10497378367410042586 6971357515192869356 16825458760271544958 7860913722907537510 2406826983202769532 239400864101863577 12299227759918141372 951459629795249468 15358309193020592932 13259600818232231299 16825458760271544958 15025246113416739162 16825458760271544958 16825458760271544958 9782843547934821882 16825458760271544958 13043659191545927660 4741002774114774424 9905946949455960414 10719441627401360642
gossipcop,409615380390502610,409615380390502610 4488572327020958806 2261613185482794270 16825458760271544958 3694671500559049818 13142642977381041754 6595542927625831476 11011950326224209424 4927831618137418952 16825458760271544958 16825458760271544958 12715893154790389673 536299169199989865 12108886239958408945 6478881853863308008 474655673454305344 16825458760271544958 11233222716558582342 7594345856773514761 14768467956887565563 16825458760271544958 1595317741291607847 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 13834134248357927109 16825458760271544958 16825458760271544958
gossipcop,4687663564921835019,4687663564921835019 16825458760271544958 536299169199989865 536299169199989865 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 4918074534739088795 4772802715128861513 16825458760271544958 16825458760271544958 14275199354632571598 16825458760271544958 16825458760271544958 16825458760271544958 6644717832419359461 16825458760271544958 3670416233371950292 16825458760271544958 16825458760271544958 16517212518517696323 16825458760271544958 7734518362296967798 7787323348607847988 16825458760271544958 18351788352580871406
gossipcop,17650327068237281551,17650327068237281551 5542750143321797267 7848311677554586259 8100086645599287041 5090857494550608979 3236616882344866395 16825458760271544958 4415439708160852847 10549558016724151711 17012412824630430680 16825458760271544958 16071496743557608361 5617546600052152615 10765260986331709968 11832725629788760161 12436841889471813702 11179728734788520313 14168463672892202856 1676809935733371949 9389242969915304268 12927128603254966998 16825458760271544958 16825458760271544958 13529022454654518923 4082576161262655376 16825458760271544958 16825458760271544958 4693237241324079648 16825458760271544958
gossipcop,1542968574285849686,1542968574285849686 16825458760271544958 9352250462292868446 16825458760271544958 6202449642917379527 1912786765718125687 15442295341873379199 14626680187714636182 15735919747335771933 16825458760271544958 16825458760271544958 9919474892990209805 16825458760271544958 16825458760271544958 10721698554177745763 9171720652643668546 7317595408203118595 5209740126685710071 16513675270693393428 3977288911389814865 4188870105021140737 16825458760271544958 3273902483101159199 13260373436643401212 666875791380545398 11976394484962311235 939057680693493645 6520283073926154627
gossipcop,10233197088401268876,10233197088401268876 5159630796954315083 12614629293648944988 14230110442315207236 4985513470916526466 17809613696616054723 14167708301393540296 3079080500470897625 3727325600622726466 16825458760271544958 13798373095119933533 16825458760271544958 17684331916767011784 8869608227102223964 17420848027402041490 7726493294427221124 17420848027402041490 13143900195381710178 10953568048777222539 17128257964083531996 10679588357141404695 8382247028245833348 7641141851349110818 4944296956998333576 16825458760271544958 4489520550441419981 7156079177744542485 16825458760271544958 5903244401513792409
gossipcop,5055917188316504163,3990089962538492749 1101808803056959591 16825458760271544958 32379711733857322 5623372940388442209 16825458760271544958 12934912938727627310 16825458760271544958 16825458760271544958 16825458760271544958 15560668950975364324 18320216422920998963 3775712701246569477 16825458760271544958 16565608704441835904 16825458760271544958 16825458760271544958 5164287094596411492 16825458760271544958 16825458760271544958 13189825978944428841 16825458760271544958 777487981568144179 5044662570114719841 9984352955416672944 2567801439661066568 6712712773846426882 3820253331342160722 435509784777834553 14864729130064355490
gossipcop,7142891694937606100,7142891694937606100 15101846964886869451 5983592465410817250 6437369227501126079 2194585913926026104 10083141914833693136 8838764304118008392 8832698192885321434 15101846415198688459 2115079453997223668 13702714093226094358 3353439542316971503 4221082820225404887 10918495418547228039 1143874852329779265 3583138274221131722 4076195358732067010 18122713889518114726 4076212950918111426 16825458760271544958 5138732318541444625 14432016062881856243 12241391959680035980 13868126360119038124 16825458760271544958 16825458760271544958 16825458760271544958 718434354058120286 5032574911940283880 15560668950975364324
gossipcop,26740407174841685,26740407174841685 15560668950975364324 16825458760271544958 16825458760271544958 1582039269631558256 26740407174841685 6641086966103429302 26740407174841685 26740407174841685 9248636122613025857 936524350915626498 15651794042013865239 8838614988349428785 61092794883191821 992607664615323052 16825458760271544958 12190127479334480845 16825458760271544958 9438983851180174934 12457931410907615023 14882528348395031668 16825458760271544958 11225927214703548385 16825458760271544958 16825458760271544958 13079954989145444960 4672255174960271906 16825458760271544958 12347554710016680420
gossipcop,18014287703373277141,18014287703373277141 10798464954523726741 9619728304318879265 3665533520261065662 13728229983943913960 8217842889505267894 15501963179243757337 13527962749489906609 10798359693461042069 5871156594023153501 1777497123892129820 5115761983204567333 14487363829629850896 8707926700756342509 16825458760271544958 11357450209490563484 8767624632216846132 17392382667290876783 12591983246361632186 9587754897465998960 10345496373043153940 10895930545204935115 2863806462075207657 13458703336239666296 16825458760271544958 27362792833351528 17528316152001702962 15783114282653182937 4082697505082932494
gossipcop,2534893995854180174,2534893995854180174 2636186751600340298 962330684641553374 5482236396239105494 306324946849604724 13983778442806660802 7657224277255111207 7211161239067740144 11061179475076867614 10960323540563823154 250378712981329620 2465127176327726831 4693237241324079648 2492119999390642424 14441529455804256070 5785946350579659803 12215804316928519915 7886302807063332548 10015028075493413154 14743131560694465369 5265232013119760836 14575790851072233086 16825458760271544958 5505189341419026141 16825458760271544958 5331513217365308899 7025168380398269121 5111423330326320689 7512122763002062755
gossipcop,3774892378108495710,3774892378108495710 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 6449618373835932870 1635737415621661181 14380856207088774694 12863725062183221885 1062976303992273650 13944030133962900874 7227061520512028286 14295740854994036139 15339564479459363072 1461698775840871649 10220217563636288276 11286201439957163175 1041675229656608040 1210498875356008802 16825458760271544958 12473803939970922336 11269140314069041949 16825458760271544958 5794428521536159784 13897457918807632740 17206476360173719652 11117170878277313005 18381181853343633363 16067500809149711518
